9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,6,9,9,7
9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1
9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
9,9,9,9,9,9,9,9,9,9,4,9,0,0,0,0,0,0,0,0
9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0
9,9,9,9,9,9,9,9,1,9,9,9,0,0,0,0,0,0,0,0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0
9,9,9,9,9,9,4,9,9,9,9,9,9,9,6,6,0,0,0,0
9,9,9,9,1,9,9,9,9,9,9,9,1,1,1,1,0,0,0,0
9,9,9,1,0,9,2,9,1,9,2,9,0,0,0,0,0,0,0,0
1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
