-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,9,9,9,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,11,6,6,6,6,11
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,11,6,6,6,6,11
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,11,11,11,11,11,11
9,10,-1,-1,6,-1,6,-1,-1,-1,-1,-1,1,0,0,0,0,0,11,11
11,7,6,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,14,12
0,0,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,6,6,6,-1,-1,-1
0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,-1,-1,-1
14,16,15,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,6,6,6,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,6
-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0,0,0,5,5,5,5,0,0,-1,-1,2,-1,-1,-1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
