9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,6,9,9,9,6,9,9,9,9,9,9,9,9,9
7,6,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,9
1,1,9,9,3,9,9,9,3,9,9,9,3,9,9,1,1,9,9,9
0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
0,0,9,9,9,9,9,9,9,9,9,9,9,6,6,6,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,9,9,4,9
9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,9,9,9,9
9,9,9,9,9,9,9,9,9,9,3,9,1,1,1,1,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,9,6,9,9
9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,1,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,1,1,5,5,5,5,1,9,6,6,6,9,9,9,2,9
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
